	AMR	est_counts	sid
656	MEG_931|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	181.0	Sample_20
657	MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM	400.0	Sample_20
658	MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	215.0	Sample_20
659	MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1845.0	Sample_20
660	MEG_6882|Drugs|betalactams|Class_A_betalactamases|TEM	376.0	Sample_20
661	MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	148.0	Sample_20
662	MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	207.0	Sample_20
663	MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	384.0	Sample_20
664	MEG_943|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	24.0	Sample_20
665	MEG_6847|Drugs|betalactams|Class_A_betalactamases|TEM	148.0	Sample_20
666	MEG_3826|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	94.0	Sample_20
667	MEG_3979|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	15250.0	Sample_20
668	MEG_6751|Drugs|betalactams|Class_A_betalactamases|TEM	218.0	Sample_20
669	MEG_987|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	279.0	Sample_20
670	MEG_6674|Drugs|betalactams|Class_A_betalactamases|TEM	6043.0	Sample_20
671	MEG_1694|Drugs|betalactams|Class_A_betalactamases|CFX	64.0	Sample_20
672	MEG_797|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	38.0	Sample_20
673	MEG_1554|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT	191.0	Sample_20
674	MEG_2791|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	88.0	Sample_20
675	MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	379.0	Sample_20
676	MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	375.0	Sample_20
677	MEG_3617|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	57.0	Sample_20
678	MEG_2781|Drugs|MLS|23S_rRNA_methyltransferases|ERM42	141.0	Sample_20
679	MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	52.0	Sample_20
680	MEG_6660|Drugs|betalactams|Class_A_betalactamases|TEM	147.0	Sample_20
681	MEG_824|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	79.0	Sample_20
682	MEG_3196|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	2778.0	Sample_20
683	MEG_893|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	46.0	Sample_20
684	MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	2488.0	Sample_20
685	MEG_7105|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	90.0	Sample_20
686	MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	70.0	Sample_20
687	MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	4495.0	Sample_20
688	MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	134.0	Sample_20
689	MEG_2059|Metals|Copper_resistance|Copper_resistance_protein|COPG	82.0	Sample_20
690	MEG_5386|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	1076.0	Sample_20
691	MEG_7107|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	222.0	Sample_20
692	MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	74.0	Sample_20
693	MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	2868.0	Sample_20
694	MEG_7104|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	110.0	Sample_20
695	MEG_6803|Drugs|betalactams|Class_A_betalactamases|TEM	484.0	Sample_20
696	MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM	245.0	Sample_20
697	MEG_7166|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	75.0	Sample_20
698	MEG_3822|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	83.0	Sample_20
699	MEG_3647|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAC	828.0	Sample_20
700	MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM	510.0	Sample_20
701	MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	45.0	Sample_20
702	MEG_6811|Drugs|betalactams|Class_A_betalactamases|TEM	3414.0	Sample_20
703	MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	192.0	Sample_20
704	MEG_6938|Drugs|betalactams|Class_A_betalactamases|TEM	2490.0	Sample_20
705	MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	106.0	Sample_20
706	MEG_7211|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	148.0	Sample_20
707	MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	31187.0	Sample_20
708	MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	25.0	Sample_20
709	MEG_4051|Drugs|MLS|Macrolide_phosphotransferases|MPHN	435.0	Sample_20
710	MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	77.0	Sample_20
711	MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	227.0	Sample_20
712	MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA	5901.0	Sample_20
713	MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	80.0	Sample_20
714	MEG_772|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	54.0	Sample_20
715	MEG_3827|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFB	1597.0	Sample_20
716	MEG_2754|Drugs|MLS|Macrolide_esterases|ERED	432.0	Sample_20
717	MEG_6768|Drugs|betalactams|Class_A_betalactamases|TEM	178.0	Sample_20
718	MEG_7133|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	242.0	Sample_20
719	MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX	133.0	Sample_20
720	MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	77.0	Sample_20
721	MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	2820.0	Sample_20
722	MEG_6830|Drugs|betalactams|Class_A_betalactamases|TEM	208.0	Sample_20
723	MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME	778.0	Sample_20
724	MEG_213|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	103.0	Sample_20
725	MEG_1085|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	108.0	Sample_20
726	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	208.0	Sample_20
727	MEG_2836|Drugs|MLS|23S_rRNA_methyltransferases|ERMG	277.0	Sample_20
728	MEG_825|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	219.0	Sample_20
729	MEG_6718|Drugs|betalactams|Class_A_betalactamases|TEM	269.0	Sample_20
730	MEG_6825|Drugs|betalactams|Class_A_betalactamases|TEM	312.0	Sample_20
731	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	8558.0	Sample_20
732	MEG_4074|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD	695.0	Sample_20
733	MEG_342|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	168.0	Sample_20
734	MEG_6867|Drugs|betalactams|Class_A_betalactamases|TEM	32466.0	Sample_20
735	MEG_3241|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation	1821.0	Sample_20
736	MEG_3619|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	243.0	Sample_20
737	MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	117.0	Sample_20
738	MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32	359.0	Sample_20
739	MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation	102.0	Sample_20
740	MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	134.0	Sample_20
741	MEG_6792|Drugs|betalactams|Class_A_betalactamases|TEM	5106.0	Sample_20
742	MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	3420.0	Sample_20
743	MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	374.0	Sample_20
744	MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT	89.0	Sample_20
745	MEG_6700|Drugs|betalactams|Class_A_betalactamases|TEM	173.0	Sample_20
746	MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	206.0	Sample_20
747	MEG_921|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	29.0	Sample_20
748	MEG_6659|Drugs|betalactams|Class_A_betalactamases|TEM	19543.0	Sample_20
749	MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM	2822.0	Sample_20
750	MEG_2795|Drugs|MLS|23S_rRNA_methyltransferases|ERMB	75.0	Sample_20
751	MEG_1003|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9	1330.0	Sample_20
752	MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	24029.0	Sample_20
753	MEG_5389|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	1824.0	Sample_20
754	MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	2343.0	Sample_20
755	MEG_816|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	93.0	Sample_20
756	MEG_6810|Drugs|betalactams|Class_A_betalactamases|TEM	539.0	Sample_20
757	MEG_1|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	30985.0	Sample_20
758	MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA	810.0	Sample_20
759	MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	7641.0	Sample_20
760	MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM	7679.0	Sample_20
761	MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	33.0	Sample_20
762	MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM	72.0	Sample_20
763	MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK	1405.0	Sample_20
764	MEG_6948|Drugs|betalactams|Class_A_betalactamases|TEM	214.0	Sample_20
765	MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	20578.0	Sample_20
766	MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	70.0	Sample_20
767	MEG_6717|Drugs|betalactams|Class_A_betalactamases|TEM	72.0	Sample_20
768	MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE	251.0	Sample_20
769	MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	48.0	Sample_20
770	MEG_6661|Drugs|betalactams|Class_A_betalactamases|TEM	650.0	Sample_20
771	MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	33.0	Sample_20
772	MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM	41.0	Sample_20
773	MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM	2552.0	Sample_20
774	MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	26.0	Sample_20
775	MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	21.0	Sample_20
776	MEG_2841|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ	220.0	Sample_20
777	MEG_7130|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	106.0	Sample_20
778	MEG_7141|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	82.0	Sample_20
779	MEG_6894|Drugs|betalactams|Class_A_betalactamases|TEM	1601.0	Sample_20
780	MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	76.0	Sample_20
781	MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	46.0	Sample_20
782	MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	352.0	Sample_20
783	MEG_7315|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1140.0	Sample_20
784	MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA	21.0	Sample_20
785	MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	25415.0	Sample_20
786	MEG_7232|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	554.0	Sample_20
787	MEG_7127|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	99.0	Sample_20
788	MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	6043.0	Sample_20
789	MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	1467.0	Sample_20
790	MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	4381.0	Sample_20
791	MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	4375.0	Sample_20
792	MEG_4031|Drugs|MLS|Macrolide_phosphotransferases|MPHB	318.0	Sample_20
793	MEG_3613|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	79.0	Sample_20
794	MEG_7308|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1865.0	Sample_22
795	MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	132.0	Sample_22
796	MEG_7273|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIB	690.0	Sample_22
797	MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	27.0	Sample_22
798	MEG_9|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	16596.0	Sample_22
799	MEG_1185|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY	2301.0	Sample_22
800	MEG_7305|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	3736.0	Sample_22
801	MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	847.0	Sample_22
802	MEG_6629|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	41.0	Sample_22
803	MEG_7202|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT	568.0	Sample_22
804	MEG_6521|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME	913.0	Sample_22
805	MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	134.0	Sample_22
806	MEG_3991|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	21487.0	Sample_22
807	MEG_5793|Drugs|betalactams|Class_A_betalactamases|PME	604.0	Sample_22
808	MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1670.0	Sample_22
809	MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT	73.0	Sample_22
810	MEG_3919|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN	2305.0	Sample_22
811	MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	548.0	Sample_22
812	MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH	811.0	Sample_22
813	MEG_7270|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|TRGB	728.0	Sample_22
814	MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	27.0	Sample_22
815	MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	39.0	Sample_22
816	MEG_6730|Drugs|betalactams|Class_A_betalactamases|TEM	422.0	Sample_22
817	MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	133.0	Sample_22
818	MEG_3976|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	10992.0	Sample_22
819	MEG_7306|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	5272.0	Sample_22
820	MEG_3616|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	141.0	Sample_22
821	MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR	637.0	Sample_22
822	MEG_3620|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUG	807.0	Sample_22
823	MEG_6801|Drugs|betalactams|Class_A_betalactamases|TEM	615.0	Sample_22
824	MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	44.0	Sample_22
825	MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	108.0	Sample_22
826	MEG_3226|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	2781.0	Sample_22
827	MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	3379.0	Sample_22
828	MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB	166.0	Sample_22
829	MEG_7227|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	456.0	Sample_22
830	MEG_3435|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR	259.0	Sample_22
831	MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation	1059.0	Sample_22
832	MEG_7161|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO	84.0	Sample_22
833	MEG_6897|Drugs|betalactams|Class_A_betalactamases|TEM	65.0	Sample_22
834	MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM	2129.0	Sample_22
835	MEG_3615|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	149.0	Sample_22
836	MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	140.0	Sample_22
837	MEG_7228|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	100.0	Sample_22
838	MEG_4129|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCZA	1917.0	Sample_22
839	MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG	104.0	Sample_22
840	MEG_6857|Drugs|betalactams|Class_A_betalactamases|TEM	326.0	Sample_22
841	MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	86.0	Sample_22
842	MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation	1525.0	Sample_22
843	MEG_958|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	36.0	Sample_22
844	MEG_6968|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31	81.0	Sample_22
845	MEG_7211|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	108.0	Sample_22
846	MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD	457.0	Sample_22
847	MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI	80.0	Sample_22
848	MEG_795|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	26.0	Sample_22
849	MEG_6830|Drugs|betalactams|Class_A_betalactamases|TEM	207.0	Sample_22
850	MEG_6661|Drugs|betalactams|Class_A_betalactamases|TEM	583.0	Sample_22
851	MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE	1001.0	Sample_22
852	MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation	81679.0	Sample_22
853	MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF	146.0	Sample_22
854	MEG_6634|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	55.0	Sample_22
855	MEG_7079|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG	110.0	Sample_22
856	MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME	161.0	Sample_22
857	MEG_1046|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	70.0	Sample_22
858	MEG_4293|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMD	1124.0	Sample_22
859	MEG_951|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	54.0	Sample_22
860	MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM	1537.0	Sample_22
861	MEG_6647|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTM	396.0	Sample_22
862	MEG_6751|Drugs|betalactams|Class_A_betalactamases|TEM	169.0	Sample_22
863	MEG_3613|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	130.0	Sample_22
864	MEG_502|Metals|Tellurium_resistance|Tellurium_resistance_protein|ACTP1	1235.0	Sample_22
865	MEG_731|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRA	929.0	Sample_22
866	MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM	7116.0	Sample_22
867	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	107.0	Sample_22
868	MEG_3249|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	1244.0	Sample_22
869	MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	428.0	Sample_22
870	MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	119.0	Sample_22
871	MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40	148.0	Sample_22
872	MEG_6979|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36	557.0	Sample_22
873	MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation	1494.0	Sample_22
874	MEG_6754|Drugs|betalactams|Class_A_betalactamases|TEM	396.0	Sample_22
875	MEG_969|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	28.0	Sample_22
876	MEG_3609|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUB	716.0	Sample_22
877	MEG_894|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	24.0	Sample_22
878	MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	152.0	Sample_22
879	MEG_6659|Drugs|betalactams|Class_A_betalactamases|TEM	19200.0	Sample_22
880	MEG_3442|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB	346.0	Sample_22
881	MEG_732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB	2149.0	Sample_22
882	MEG_3614|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF	98.0	Sample_22
883	MEG_7470|Drugs|Glycopeptides|VanC-type_regulator|VANRC	648.0	Sample_22
884	MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	1872.0	Sample_22
885	MEG_3606|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA	112.0	Sample_22
886	MEG_6104|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation	8235.0	Sample_22
887	MEG_6638|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII	57.0	Sample_22
888	MEG_6919|Drugs|betalactams|Class_A_betalactamases|TEM	6786.0	Sample_22
889	MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation	2470.0	Sample_22
890	MEG_6719|Drugs|betalactams|Class_A_betalactamases|TEM	74.0	Sample_22
891	MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM	219.0	Sample_22
892	MEG_5850|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACK	35.0	Sample_22
893	MEG_2654|Metals|Copper_resistance|Copper_resistance_protein|DNAK	2111.0	Sample_22
894	MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6	2296.0	Sample_22
895	MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation	25138.0	Sample_22
896	MEG_5771|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PERO	1302.0	Sample_22
897	MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ	507.0	Sample_22
